Job_Title,Experience,Work_Mode,Year,Salary,Company_Size
Data Analyst,Senior-level,Remote,2023,130000,Small
Data Analyst,Senior-level,Remote,2023,105000,Small
ML Engineer,Senior-level,On-site,2023,232200,Medium
ML Engineer,Senior-level,On-site,2023,119000,Medium
Data Analyst,Senior-level,Remote,2023,153300,Medium
Data Analyst,Senior-level,Remote,2023,104244,Medium
Data Scientist,Senior-level,Remote,2023,145000,Medium
Data Analyst,Mid-level,On-site,2023,70000,Medium
Data Scientist,Senior-level,On-site,2023,181500,Medium
Data Scientist,Senior-level,On-site,2023,127000,Medium
ML Engineer,Senior-level,Remote,2023,385000,Medium
ML Engineer,Senior-level,Remote,2023,245000,Medium
Data Analyst,Senior-level,On-site,2023,131650,Medium
Data Analyst,Senior-level,On-site,2023,105320,Medium
Data Scientist,Senior-level,Remote,2023,147500,Medium
Data Scientist,Senior-level,Remote,2023,112500,Medium
ML Engineer,Senior-level,On-site,2023,163200,Medium
Data Analyst,Senior-level,Remote,2023,65000,Medium
Data Analyst,Senior-level,Remote,2023,55000,Medium
ML Engineer,Mid-level,On-site,2023,145000,Medium
Data Scientist,Mid-level,On-site,2023,126900,Medium
Data Scientist,Mid-level,On-site,2023,77900,Medium
Data Analyst,Senior-level,On-site,2023,169000,Medium
Data Analyst,Senior-level,On-site,2023,110600,Medium
Data Scientist,Entry-level,On-site,2023,140000,Medium
Data Scientist,Senior-level,Remote,2023,162000,Medium
Data Scientist,Senior-level,Remote,2023,230000,Medium
ML Engineer,Senior-level,On-site,2023,323300,Medium
ML Engineer,Senior-level,On-site,2023,184700,Medium
Data Engineer,Senior-level,On-site,2023,171250,Medium
Data Engineer,Senior-level,On-site,2023,113750,Medium
ML Engineer,Senior-level,Remote,2023,195000,Medium
ML Engineer,Senior-level,Remote,2023,142000,Medium
Data Engineer,Mid-level,On-site,2023,185900,Medium
Data Engineer,Mid-level,On-site,2023,129300,Medium
ML Engineer,Senior-level,On-site,2023,194100,Medium
ML Engineer,Senior-level,On-site,2023,152300,Medium
Data Engineer,Senior-level,Remote,2023,212000,Medium
Data Engineer,Senior-level,Remote,2023,194400,Medium
Data Engineer,Senior-level,Remote,2023,132192,Medium
Data Engineer,Mid-level,Remote,2023,152000,Medium
Data Engineer,Executive-level,Remote,2023,265800,Medium
Data Engineer,Executive-level,Remote,2023,177200,Medium
Data Scientist,Senior-level,On-site,2023,222000,Medium
Data Scientist,Senior-level,On-site,2023,115920,Medium
ML Engineer,Senior-level,Remote,2023,250000,Medium
Data Engineer,Senior-level,On-site,2023,284310,Medium
Data Engineer,Senior-level,On-site,2023,153090,Medium
Data Scientist,Mid-level,On-site,2023,111000,Medium
Data Analyst,Senior-level,Remote,2023,213210,Medium
Data Analyst,Senior-level,Remote,2023,102434,Medium
Data Scientist,Senior-level,On-site,2023,226600,Medium
Data Scientist,Senior-level,On-site,2023,140100,Medium
Data Scientist,Senior-level,Remote,2023,156400,Medium
Data Engineer,Senior-level,On-site,2023,248000,Medium
Data Engineer,Senior-level,On-site,2023,149000,Medium
ML Engineer,Senior-level,On-site,2023,185000,Medium
ML Engineer,Senior-level,On-site,2023,120250,Medium
Data Engineer,Mid-level,On-site,2023,139152,Large
Data Engineer,Mid-level,On-site,2023,82452,Large
Data Analyst,Senior-level,On-site,2023,139000,Medium
ML Engineer,Executive-level,Remote,2023,200000,Medium
ML Engineer,Executive-level,Remote,2023,145000,Medium
ML Engineer,Senior-level,On-site,2023,269500,Medium
ML Engineer,Executive-level,Remote,2023,295500,Medium
ML Engineer,Executive-level,Remote,2023,165200,Medium
ML Engineer,Mid-level,On-site,2023,235000,Medium
ML Engineer,Mid-level,On-site,2023,135000,Medium
Data Engineer,Senior-level,On-site,2023,304200,Medium
Data Engineer,Senior-level,On-site,2023,173800,Medium
ML Engineer,Senior-level,Remote,2023,258384,Medium
ML Engineer,Senior-level,Remote,2023,153100,Medium
Data Analyst,Senior-level,On-site,2023,146200,Medium
Data Analyst,Senior-level,On-site,2023,116960,Medium
Data Engineer,Senior-level,On-site,2023,370000,Medium
Data Engineer,Mid-level,On-site,2023,70000,Medium
Data Scientist,Senior-level,Remote,2023,253000,Medium
Data Analyst,Entry-level,On-site,2023,94600,Medium
Data Analyst,Entry-level,On-site,2023,86000,Medium
Data Scientist,Senior-level,On-site,2023,104000,Medium
Data Engineer,Senior-level,On-site,2023,173650,Medium
Data Engineer,Senior-level,On-site,2023,113900,Medium
Data Scientist,Senior-level,Remote,2023,126000,Medium
Data Scientist,Senior-level,On-site,2023,248100,Medium
Data Scientist,Senior-level,On-site,2023,145900,Medium
Data Engineer,Senior-level,Remote,2023,108000,Medium
Data Engineer,Executive-level,On-site,2023,94000,Medium
Data Analyst,Entry-level,On-site,2023,67500,Medium
Data Scientist,Mid-level,Remote,2023,140000,Medium
Data Scientist,Senior-level,Remote,2023,265000,Medium
Data Scientist,Senior-level,Remote,2023,153000,Medium
Data Analyst,Senior-level,Remote,2023,143000,Medium
Data Analyst,Senior-level,Remote,2023,126277,Medium
Data Engineer,Senior-level,On-site,2023,224500,Medium
Data Engineer,Senior-level,On-site,2023,126900,Medium
Data Analyst,Senior-level,On-site,2023,126000,Medium
ML Engineer,Senior-level,On-site,2023,165000,Medium
Data Scientist,Senior-level,On-site,2023,370000,Medium
Data Analyst,Senior-level,Remote,2023,136000,Medium
Data Analyst,Senior-level,Remote,2023,104000,Medium
Data Scientist,Senior-level,Remote,2023,205000,Medium
Data Scientist,Senior-level,Remote,2023,157500,Medium
Data Engineer,Senior-level,On-site,2023,178000,Medium
Data Engineer,Senior-level,On-site,2023,109283,Medium
Data Analyst,Mid-level,Remote,2023,120000,Medium
Data Analyst,Senior-level,Remote,2023,154500,Medium
Data Analyst,Senior-level,Remote,2023,131325,Medium
Data Scientist,Senior-level,Remote,2023,207500,Medium
Data Scientist,Senior-level,Remote,2023,172900,Medium
Data Scientist,Senior-level,On-site,2023,254000,Medium
Data Analyst,Mid-level,On-site,2023,90000,Medium
Data Engineer,Senior-level,On-site,2023,168400,Medium
Data Engineer,Senior-level,On-site,2023,105200,Medium
ML Engineer,Senior-level,Remote,2023,260000,Medium
ML Engineer,Senior-level,Remote,2023,234000,Medium
Data Scientist,Senior-level,On-site,2023,167310,Medium
Data Engineer,Senior-level,Remote,2023,121000,Medium
ML Engineer,Mid-level,On-site,2023,155810,Medium
ML Engineer,Mid-level,On-site,2023,106720,Medium
Data Analyst,Senior-level,Remote,2023,133000,Medium
Data Analyst,Senior-level,Remote,2023,113000,Medium
Data Scientist,Senior-level,Remote,2023,208400,Medium
Data Engineer,Senior-level,On-site,2023,157550,Medium
Data Engineer,Senior-level,On-site,2023,104650,Medium
Data Engineer,Senior-level,On-site,2023,240500,Large
Data Engineer,Senior-level,On-site,2023,123700,Large
Data Engineer,Mid-level,On-site,2023,121000,Medium
Data Engineer,Mid-level,On-site,2023,78000,Medium
Data Scientist,Entry-level,On-site,2023,85600,Medium
Data Scientist,Entry-level,On-site,2023,48915,Medium
Data Analyst,Mid-level,On-site,2023,68000,Medium
Data Scientist,Senior-level,On-site,2023,275500,Medium
Data Scientist,Senior-level,On-site,2023,206000,Medium
Data Engineer,Senior-level,On-site,2023,102000,Medium
Data Scientist,Senior-level,On-site,2023,228000,Medium
Data Analyst,Senior-level,Remote,2023,180000,Medium
Data Analyst,Senior-level,Remote,2023,207611,Medium
Data Analyst,Senior-level,Remote,2023,127876,Medium
Data Analyst,Entry-level,On-site,2023,111000,Medium
Data Analyst,Mid-level,On-site,2023,97750,Medium
Data Engineer,Senior-level,On-site,2023,195000,Medium
Data Analyst,Entry-level,Remote,2023,132600,Medium
Data Analyst,Entry-level,Remote,2023,81500,Medium
Data Engineer,Mid-level,On-site,2023,202400,Medium
Data Engineer,Mid-level,On-site,2023,147200,Medium
Data Scientist,Senior-level,On-site,2023,239000,Medium
Data Analyst,Mid-level,Remote,2023,54000,Medium
Data Analyst,Mid-level,Remote,2023,36000,Medium
Data Scientist,Senior-level,Remote,2023,176000,Medium
Data Scientist,Senior-level,Remote,2023,118720,Medium
Data Engineer,Mid-level,Remote,2023,95000,Medium
Data Engineer,Mid-level,Remote,2023,165000,Medium
Data Engineer,Mid-level,Remote,2023,136000,Medium
Data Scientist,Senior-level,On-site,2023,272300,Medium
Data Scientist,Senior-level,On-site,2023,222800,Medium
Data Engineer,Senior-level,On-site,2023,280600,Medium
Data Engineer,Senior-level,On-site,2023,158600,Medium
ML Engineer,Senior-level,On-site,2023,283780,Medium
ML Engineer,Senior-level,On-site,2023,218540,Medium
Data Engineer,Senior-level,On-site,2023,178500,Medium
Data Scientist,Senior-level,On-site,2023,323300,Medium
Data Scientist,Senior-level,On-site,2023,184700,Medium
Data Analyst,Mid-level,Remote,2023,161000,Medium
Data Analyst,Mid-level,Remote,2023,123000,Medium
Data Scientist,Senior-level,On-site,2023,278700,Medium
Data Scientist,Senior-level,On-site,2023,159300,Medium
Data Scientist,Mid-level,On-site,2023,230000,Medium
Data Scientist,Mid-level,On-site,2023,175000,Medium
Data Scientist,Senior-level,On-site,2023,310270,Medium
Data Scientist,Senior-level,On-site,2023,239080,Medium
Data Analyst,Senior-level,Remote,2023,70000,Medium
Data Engineer,Mid-level,Remote,2023,135000,Medium
Data Engineer,Mid-level,On-site,2023,135000,Medium
Data Engineer,Mid-level,On-site,2023,108000,Medium
Data Engineer,Senior-level,Remote,2023,199000,Medium
Data Engineer,Senior-level,Remote,2023,159000,Medium
ML Engineer,Senior-level,On-site,2023,174000,Medium
ML Engineer,Senior-level,On-site,2023,104000,Medium
ML Engineer,Senior-level,Remote,2023,275300,Medium
ML Engineer,Senior-level,Remote,2023,183500,Medium
Data Engineer,Senior-level,On-site,2023,174350,Medium
Data Engineer,Senior-level,On-site,2023,126800,Medium
ML Engineer,Senior-level,On-site,2023,284050,Medium
ML Engineer,Senior-level,On-site,2023,193800,Medium
Data Engineer,Senior-level,Remote,2023,232989,Medium
Data Analyst,Senior-level,On-site,2023,204500,Medium
Data Analyst,Senior-level,On-site,2023,138900,Medium
Data Scientist,Senior-level,On-site,2023,147100,Medium
Data Engineer,Senior-level,On-site,2023,183000,Medium
Data Scientist,Senior-level,On-site,2023,122000,Medium
Data Engineer,Mid-level,On-site,2023,181500,Medium
Data Engineer,Mid-level,On-site,2023,127000,Medium
Data Scientist,Mid-level,On-site,2023,185000,Medium
Data Scientist,Mid-level,On-site,2023,122000,Medium
Data Engineer,Senior-level,On-site,2023,91270,Medium
Data Scientist,Mid-level,On-site,2023,138900,Medium
ML Engineer,Senior-level,Remote,2023,297300,Medium
ML Engineer,Senior-level,Remote,2023,198200,Medium
ML Engineer,Senior-level,Remote,2023,315300,Medium
ML Engineer,Senior-level,Remote,2023,210200,Medium
Data Analyst,Mid-level,Remote,2023,65000,Medium
Data Analyst,Mid-level,Remote,2023,55000,Medium
Data Scientist,Mid-level,On-site,2023,183200,Medium
Data Scientist,Mid-level,On-site,2023,122200,Medium
Data Scientist,Senior-level,Remote,2023,131000,Medium
Data Scientist,Senior-level,Remote,2023,101000,Medium
Data Scientist,Senior-level,Remote,2023,187000,Medium
Data Scientist,Senior-level,Remote,2023,128000,Medium
Data Analyst,Senior-level,On-site,2023,138000,Medium
Data Analyst,Senior-level,On-site,2023,92000,Medium
Data Engineer,Executive-level,On-site,2023,200000,Medium
Data Scientist,Senior-level,Remote,2023,120000,Medium
Data Engineer,Senior-level,Remote,2023,288000,Medium
Data Scientist,Senior-level,On-site,2023,189750,Medium
Data Scientist,Senior-level,On-site,2023,145000,Medium
Data Engineer,Senior-level,Remote,2023,252000,Medium
Data Scientist,Senior-level,On-site,2023,174000,Medium
ML Engineer,Senior-level,On-site,2023,228830,Medium
ML Engineer,Senior-level,On-site,2023,148590,Medium
Data Engineer,Senior-level,On-site,2023,78000,Medium
Data Analyst,Senior-level,On-site,2023,81900,Medium
Data Engineer,Senior-level,Remote,2023,208000,Medium
Data Engineer,Senior-level,Remote,2023,109500,Medium
Data Analyst,Executive-level,On-site,2023,80000,Medium
Data Analyst,Executive-level,On-site,2023,70000,Medium
Data Scientist,Senior-level,On-site,2023,154700,Medium
Data Scientist,Senior-level,On-site,2023,118900,Medium
Data Engineer,Senior-level,On-site,2023,232960,Medium
Data Engineer,Senior-level,On-site,2023,166400,Medium
Data Scientist,Mid-level,On-site,2023,156000,Medium
Data Scientist,Mid-level,On-site,2023,105000,Medium
Data Analyst,Senior-level,On-site,2023,138860,Medium
Data Analyst,Senior-level,On-site,2023,119610,Medium
Data Scientist,Senior-level,On-site,2023,205485,Medium
Data Scientist,Senior-level,On-site,2023,156560,Medium
Data Engineer,Mid-level,On-site,2023,105000,Medium
Data Analyst,Senior-level,Remote,2023,144100,Medium
Data Analyst,Senior-level,Remote,2023,89100,Medium
Data Engineer,Senior-level,On-site,2023,193600,Medium
Data Engineer,Senior-level,On-site,2023,119700,Medium
Data Analyst,Senior-level,Remote,2023,94000,Medium
Data Analyst,Senior-level,Remote,2023,81900,Medium
ML Engineer,Mid-level,On-site,2023,180000,Medium
ML Engineer,Mid-level,On-site,2023,120000,Medium
Data Scientist,Senior-level,On-site,2023,201000,Medium
Data Scientist,Senior-level,On-site,2023,126000,Medium
Data Engineer,Senior-level,Remote,2023,215000,Medium
ML Engineer,Senior-level,Remote,2023,238000,Medium
ML Engineer,Senior-level,Remote,2023,173000,Medium
ML Engineer,Senior-level,Remote,2023,290000,Medium
ML Engineer,Senior-level,Remote,2023,226000,Medium
Data Scientist,Senior-level,Remote,2023,161000,Medium
Data Scientist,Senior-level,Remote,2023,151000,Medium
Data Engineer,Senior-level,Remote,2023,136994,Medium
Data Scientist,Senior-level,On-site,2023,214500,Medium
Data Engineer,Senior-level,On-site,2023,278300,Medium
Data Engineer,Senior-level,On-site,2023,205700,Medium
Data Engineer,Mid-level,Remote,2023,114000,Medium
Data Engineer,Senior-level,On-site,2023,194000,Medium
Data Engineer,Senior-level,On-site,2023,161000,Medium
ML Engineer,Senior-level,On-site,2023,184950,Medium
ML Engineer,Senior-level,On-site,2023,119250,Medium
Data Engineer,Senior-level,Remote,2023,178500,Medium
Data Engineer,Senior-level,Remote,2023,136000,Medium
ML Engineer,Senior-level,Remote,2023,189000,Medium
ML Engineer,Senior-level,Remote,2023,159090,Medium
Data Engineer,Mid-level,On-site,2023,82000,Medium
Data Engineer,Senior-level,Remote,2023,149076,Medium
Data Engineer,Senior-level,Remote,2023,82365,Medium
Data Engineer,Senior-level,On-site,2023,194595,Medium
ML Engineer,Senior-level,On-site,2023,305000,Medium
ML Engineer,Senior-level,On-site,2023,245000,Medium
Data Scientist,Senior-level,Remote,2023,205485,Medium
Data Scientist,Senior-level,Remote,2023,156560,Medium
Data Analyst,Senior-level,Remote,2023,168000,Large
Data Analyst,Senior-level,Remote,2023,78400,Large
ML Engineer,Senior-level,On-site,2023,175000,Medium
Data Engineer,Executive-level,Remote,2023,130002,Medium
Data Engineer,Executive-level,Remote,2023,71908,Medium
Data Analyst,Senior-level,On-site,2023,212000,Medium
Data Analyst,Senior-level,On-site,2023,132000,Medium
Data Analyst,Mid-level,On-site,2023,177000,Medium
Data Analyst,Senior-level,On-site,2023,148000,Medium
ML Engineer,Senior-level,Remote,2023,218000,Medium
Data Analyst,Senior-level,Remote,2023,115934,Medium
Data Analyst,Senior-level,Remote,2023,81666,Medium
Data Analyst,Mid-level,On-site,2023,79000,Medium
Data Analyst,Mid-level,On-site,2023,160000,Medium
Data Analyst,Mid-level,On-site,2023,112000,Medium
Data Scientist,Senior-level,Remote,2023,285000,Medium
Data Scientist,Senior-level,Remote,2023,154000,Medium
Data Engineer,Mid-level,Remote,2023,200000,Medium
Data Analyst,Senior-level,On-site,2023,122720,Medium
Data Engineer,Senior-level,On-site,2023,231500,Medium
Data Engineer,Senior-level,On-site,2023,118000,Medium
Data Scientist,Executive-level,Remote,2023,299500,Medium
Data Scientist,Executive-level,Remote,2023,249600,Medium
ML Engineer,Senior-level,On-site,2023,297000,Medium
ML Engineer,Senior-level,On-site,2023,138000,Medium
Data Scientist,Senior-level,Remote,2023,267100,Medium
Data Scientist,Senior-level,Remote,2023,167200,Medium
Data Scientist,Senior-level,On-site,2023,150931,Medium
Data Scientist,Senior-level,On-site,2023,143250,Medium
Data Engineer,Senior-level,Remote,2023,231000,Medium
Data Engineer,Senior-level,Remote,2023,157250,Medium
Data Engineer,Senior-level,On-site,2023,232000,Medium
Data Engineer,Senior-level,On-site,2023,209000,Medium
Data Scientist,Senior-level,On-site,2023,184250,Medium
Data Scientist,Senior-level,On-site,2023,167500,Medium
Data Engineer,Senior-level,Remote,2023,85000,Medium
Data Analyst,Senior-level,On-site,2023,154440,Medium
Data Analyst,Senior-level,On-site,2023,68550,Medium
Data Analyst,Entry-level,On-site,2023,90000,Medium
Data Engineer,Senior-level,On-site,2023,226600,Medium
Data Engineer,Senior-level,On-site,2023,140100,Medium
ML Engineer,Senior-level,On-site,2023,235000,Medium
Data Analyst,Senior-level,On-site,2023,223100,Large
Data Analyst,Senior-level,On-site,2023,114700,Large
Data Engineer,Mid-level,Remote,2023,152375,Medium
Data Engineer,Mid-level,Remote,2023,94000,Medium
Data Analyst,Senior-level,On-site,2023,120350,Medium
Data Analyst,Senior-level,On-site,2023,74400,Medium
Data Analyst,Senior-level,Remote,2023,134000,Medium
Data Engineer,Senior-level,Remote,2023,258750,Medium
Data Engineer,Senior-level,Remote,2023,172500,Medium
Data Engineer,Executive-level,On-site,2023,220000,Medium
Data Engineer,Executive-level,On-site,2023,150000,Medium
Data Engineer,Senior-level,On-site,2023,109528,Medium
Data Analyst,Senior-level,On-site,2023,93919,Medium
Data Analyst,Senior-level,Remote,2023,186600,Medium
Data Analyst,Senior-level,Remote,2023,119800,Medium
ML Engineer,Senior-level,On-site,2023,383910,Medium
ML Engineer,Senior-level,On-site,2023,315850,Medium
Data Scientist,Mid-level,Remote,2023,141600,Medium
Data Scientist,Mid-level,Remote,2023,94400,Medium
Data Scientist,Senior-level,Remote,2023,209450,Medium
Data Scientist,Senior-level,Remote,2023,167560,Medium
Data Engineer,Entry-level,On-site,2023,80000,Medium
Data Engineer,Entry-level,On-site,2023,52500,Medium
Data Scientist,Senior-level,On-site,2023,238000,Medium
Data Scientist,Senior-level,On-site,2023,149500,Medium
Data Engineer,Senior-level,Remote,2023,186600,Medium
Data Engineer,Senior-level,Remote,2023,116500,Medium
Data Analyst,Senior-level,On-site,2023,195000,Medium
Data Engineer,Senior-level,On-site,2023,166364,Medium
Data Engineer,Senior-level,On-site,2023,116455,Medium
Data Engineer,Mid-level,Remote,2023,76000,Medium
Data Analyst,Senior-level,On-site,2023,131000,Medium
Data Scientist,Senior-level,Remote,2023,222000,Medium
Data Scientist,Senior-level,Remote,2023,166500,Medium
Data Engineer,Senior-level,Remote,2023,205600,Medium
Data Engineer,Senior-level,Remote,2023,105700,Medium
Data Analyst,Senior-level,Remote,2023,230000,Medium
Data Analyst,Mid-level,Remote,2023,60000,Medium
Data Scientist,Executive-level,Remote,2023,126500,Medium
Data Scientist,Executive-level,Remote,2023,78000,Medium
Data Scientist,Senior-level,On-site,2023,157750,Medium
Data Scientist,Senior-level,On-site,2023,104650,Medium
Data Scientist,Senior-level,Remote,2023,133000,Medium
Data Analyst,Senior-level,Remote,2023,182000,Medium
Data Engineer,Senior-level,On-site,2023,252000,Medium
Data Engineer,Senior-level,On-site,2023,129000,Medium
ML Engineer,Senior-level,On-site,2023,231000,Medium
ML Engineer,Senior-level,On-site,2023,200800,Medium
Data Scientist,Senior-level,Remote,2023,159100,Medium
Data Scientist,Senior-level,Remote,2023,120160,Medium
ML Engineer,Mid-level,On-site,2023,149094,Medium
Data Analyst,Senior-level,Remote,2023,72250,Medium
Data Engineer,Executive-level,On-site,2023,162500,Medium
ML Engineer,Senior-level,On-site,2023,219300,Medium
ML Engineer,Senior-level,On-site,2023,143000,Medium
ML Engineer,Senior-level,On-site,2023,133300,Medium
Data Engineer,Senior-level,Remote,2023,80000,Medium
Data Engineer,Mid-level,On-site,2023,198900,Medium
Data Engineer,Mid-level,On-site,2023,183310,Medium
ML Engineer,Senior-level,On-site,2023,392000,Medium
ML Engineer,Senior-level,On-site,2023,224000,Medium
Data Engineer,Senior-level,On-site,2023,233000,Medium
Data Engineer,Senior-level,On-site,2023,199098,Medium
Data Engineer,Senior-level,Remote,2023,172000,Medium
Data Engineer,Senior-level,Remote,2023,107000,Medium
Data Engineer,Mid-level,On-site,2023,128000,Medium
Data Engineer,Mid-level,On-site,2023,81500,Medium
ML Engineer,Senior-level,On-site,2023,208450,Medium
ML Engineer,Senior-level,On-site,2023,151600,Medium
Data Scientist,Mid-level,On-site,2023,120681,Medium
Data Scientist,Mid-level,On-site,2023,72409,Medium
Data Scientist,Senior-level,On-site,2023,178560,Medium
Data Scientist,Senior-level,On-site,2023,148800,Medium
Data Engineer,Executive-level,On-site,2023,167954,Medium
Data Engineer,Executive-level,On-site,2023,115830,Medium
ML Engineer,Senior-level,On-site,2023,125000,Medium
Data Engineer,Senior-level,On-site,2023,331640,Medium
Data Engineer,Senior-level,On-site,2023,283780,Medium
ML Engineer,Senior-level,Remote,2023,199000,Medium
ML Engineer,Senior-level,Remote,2023,145000,Medium
Data Analyst,Senior-level,On-site,2023,66000,Medium
Data Analyst,Senior-level,On-site,2023,52000,Medium
Data Scientist,Senior-level,Remote,2023,200000,Medium
Data Analyst,Senior-level,On-site,2023,166500,Medium
Data Analyst,Senior-level,On-site,2023,113220,Medium
ML Engineer,Senior-level,On-site,2023,365630,Medium
Data Engineer,Senior-level,On-site,2023,229000,Medium
Data Scientist,Senior-level,On-site,2023,185000,Large
Data Scientist,Senior-level,On-site,2023,86700,Large
Data Analyst,Senior-level,Remote,2023,192300,Medium
Data Analyst,Senior-level,Remote,2023,153800,Medium
Data Analyst,Mid-level,On-site,2023,131650,Medium
Data Analyst,Mid-level,On-site,2023,105320,Medium
ML Engineer,Senior-level,Remote,2023,235400,Medium
ML Engineer,Senior-level,Remote,2023,160080,Medium
Data Analyst,Senior-level,On-site,2023,146190,Medium
Data Scientist,Senior-level,On-site,2023,126500,Medium
Data Scientist,Senior-level,On-site,2023,78000,Medium
Data Analyst,Senior-level,On-site,2023,126500,Medium
Data Analyst,Senior-level,On-site,2023,78000,Medium
Data Scientist,Senior-level,On-site,2023,70000,Medium
Data Engineer,Senior-level,Remote,2023,96000,Medium
Data Engineer,Senior-level,Remote,2023,72000,Medium
Data Scientist,Senior-level,Remote,2023,205150,Medium
Data Scientist,Senior-level,Remote,2023,167850,Medium
Data Scientist,Senior-level,On-site,2023,222750,Medium
Data Scientist,Senior-level,On-site,2023,182250,Medium
ML Engineer,Senior-level,On-site,2023,148594,Medium
Data Scientist,Senior-level,Remote,2023,206000,Medium
Data Scientist,Senior-level,Remote,2023,140250,Medium
Data Scientist,Senior-level,Remote,2023,198000,Medium
Data Scientist,Senior-level,Remote,2023,124000,Medium
Data Analyst,Entry-level,On-site,2023,125000,Medium
Data Scientist,Senior-level,Remote,2023,184184,Medium
Data Scientist,Senior-level,Remote,2023,167441,Medium
Data Engineer,Executive-level,On-site,2023,204500,Medium
Data Engineer,Senior-level,Remote,2023,202400,Medium
Data Engineer,Senior-level,Remote,2023,147200,Medium
Data Scientist,Senior-level,Remote,2023,139500,Medium
Data Scientist,Senior-level,Remote,2023,90000,Medium
Data Scientist,Senior-level,Remote,2023,191000,Medium
ML Engineer,Senior-level,On-site,2023,144800,Medium
Data Analyst,Mid-level,Remote,2023,250000,Medium
Data Engineer,Senior-level,On-site,2023,172900,Medium
Data Engineer,Senior-level,On-site,2023,144100,Medium
Data Analyst,Senior-level,Remote,2023,101500,Medium
Data Analyst,Senior-level,Remote,2023,83700,Medium
Data Scientist,Senior-level,On-site,2023,283000,Medium
Data Scientist,Senior-level,On-site,2023,184000,Medium
Data Scientist,Executive-level,On-site,2023,220000,Medium
Data Scientist,Executive-level,On-site,2023,185000,Medium
Data Scientist,Senior-level,Remote,2023,174000,Medium
Data Scientist,Senior-level,Remote,2023,134000,Medium
ML Engineer,Senior-level,Remote,2023,145000,Medium
ML Engineer,Senior-level,Remote,2023,284000,Medium
ML Engineer,Senior-level,Remote,2023,227000,Medium
ML Engineer,Senior-level,On-site,2023,191400,Medium
ML Engineer,Senior-level,On-site,2023,127600,Medium
ML Engineer,Senior-level,Remote,2023,230000,Medium
Data Engineer,Mid-level,On-site,2023,258000,Medium
Data Engineer,Mid-level,On-site,2023,171000,Medium
Data Engineer,Senior-level,On-site,2023,151840,Medium
Data Engineer,Senior-level,On-site,2023,163152,Medium
Data Engineer,Senior-level,On-site,2023,108768,Medium
ML Engineer,Senior-level,On-site,2023,285000,Medium
ML Engineer,Senior-level,On-site,2023,193900,Medium
AI Scientist,Senior-level,Remote,2023,100000,Small
Data Engineer,Senior-level,On-site,2023,241000,Medium
Data Analyst,Senior-level,Remote,2023,160000,Medium
ML Engineer,Senior-level,Remote,2023,210000,Medium
ML Engineer,Senior-level,Remote,2023,160000,Medium
Data Scientist,Senior-level,On-site,2023,169000,Medium
Data Engineer,Senior-level,On-site,2023,204500,Medium
Data Engineer,Senior-level,On-site,2023,142200,Medium
Data Analyst,Senior-level,Remote,2023,94400,Medium
Data Engineer,Entry-level,Remote,2023,130002,Medium
Data Engineer,Entry-level,Remote,2023,71908,Medium
Data Analyst,Mid-level,On-site,2023,60000,Medium
Data Scientist,Senior-level,On-site,2023,255000,Medium
Data Scientist,Senior-level,On-site,2023,187000,Medium
Data Scientist,Senior-level,Remote,2023,195000,Medium
Data Scientist,Senior-level,Remote,2023,119000,Medium
ML Engineer,Senior-level,Remote,2023,220000,Medium
ML Engineer,Senior-level,Remote,2023,216000,Medium
ML Engineer,Senior-level,Remote,2023,184000,Medium
Data Scientist,Mid-level,On-site,2023,128750,Medium
Data Scientist,Mid-level,On-site,2023,79350,Medium
ML Engineer,Senior-level,Remote,2023,273400,Medium
ML Engineer,Senior-level,Remote,2023,182200,Medium
Data Engineer,Senior-level,Remote,2023,124230,Medium
Data Engineer,Senior-level,Remote,2023,68637,Medium
Data Engineer,Mid-level,Remote,2023,204000,Medium
Data Engineer,Mid-level,Remote,2023,161500,Medium
Data Scientist,Senior-level,On-site,2023,148750,Medium
Data Scientist,Senior-level,Remote,2023,95000,Medium
ML Engineer,Senior-level,On-site,2023,287700,Large
ML Engineer,Senior-level,On-site,2023,148000,Large
Data Scientist,Senior-level,Remote,2023,227240,Medium
Data Scientist,Senior-level,Remote,2023,197600,Medium
Data Scientist,Senior-level,On-site,2023,178500,Medium
Data Engineer,Senior-level,On-site,2023,285000,Medium
ML Engineer,Mid-level,On-site,2023,237400,Medium
ML Engineer,Mid-level,On-site,2023,158200,Medium
ML Engineer,Senior-level,Remote,2023,192000,Medium
ML Engineer,Senior-level,Remote,2023,164000,Medium
Data Analyst,Senior-level,Remote,2023,72000,Medium
Data Scientist,Senior-level,On-site,2023,240000,Small
Data Scientist,Senior-level,On-site,2023,142000,Small
Data Analyst,Entry-level,Remote,2023,60000,Medium
ML Engineer,Senior-level,Remote,2023,268000,Medium
Data Analyst,Senior-level,Remote,2023,144000,Medium
Data Analyst,Senior-level,Remote,2023,132000,Medium
Data Analyst,Senior-level,Remote,2023,93500,Medium
Data Engineer,Senior-level,Remote,2023,208200,Medium
Data Engineer,Senior-level,Remote,2023,151200,Medium
Data Scientist,Senior-level,On-site,2023,270000,Medium
Data Engineer,Executive-level,On-site,2023,194500,Medium
Data Engineer,Executive-level,On-site,2023,115500,Medium
Data Analyst,Entry-level,Remote,2023,50000,Medium
Data Analyst,Entry-level,Remote,2023,40000,Medium
ML Engineer,Senior-level,On-site,2023,155000,Medium
ML Engineer,Senior-level,On-site,2023,100000,Medium
